pair_id,intervention,mechanism_hint,surrogate,surrogate_category,pathway,hallmark,relation_type,pmid,title,journal,year,study_type,article_score,surrogate_signal,sample_snippet,doi
glp_1_receptor_agonists_hba1c,Glp-1 Receptor Agonists,"GLP-1 receptor activation; incretin signaling with potential effects on inflammation, wound healing, microvascular perfusion, keratinocyte migration, and fibroblast function",HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,31422062,"Cardiovascular, mortality, and kidney outcomes with GLP-1 receptor agonists in patients with type 2 diabetes: a systematic review and meta-analysis of cardiovascular outcome trials.",The lancet. Diabetes & endocrinology,2019,clinical_trial,0.75,0.92,"t characteristics (history of cardiovascular disease, BMI, age, baseline HbA1c, and baseline estimated glomerular filtration rate), trial duration, treatment dosing interval, and structura",10.1016/S2213-8587(19)30249-9
glp_1_receptor_agonists_creatinine,Glp-1 Receptor Agonists,"GLP-1 receptor activation; incretin signaling with potential effects on inflammation, wound healing, microvascular perfusion, keratinocyte migration, and fibroblast function",creatinine,organ function,kidney function,loss of proteostasis,intervention_to_surrogate,31422062,"Cardiovascular, mortality, and kidney outcomes with GLP-1 receptor agonists in patients with type 2 diabetes: a systematic review and meta-analysis of cardiovascular outcome trials.",The lancet. Diabetes & endocrinology,2019,clinical_trial,0.75,0.72,"minuria, decline in estimated glomerular filtration rate [or increase in creatinine], progression to end-stage kidney disease, or death attributable to kidney causes) by 17% (0·83, 0·78-0·89; p",10.1016/S2213-8587(19)30249-9
liraglutide_hba1c,Liraglutide,GLP1: GLP-1 receptor agonism and metabolic regulation,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,31422062,"Cardiovascular, mortality, and kidney outcomes with GLP-1 receptor agonists in patients with type 2 diabetes: a systematic review and meta-analysis of cardiovascular outcome trials.",The lancet. Diabetes & endocrinology,2019,clinical_trial,0.65,0.92,"t characteristics (history of cardiovascular disease, BMI, age, baseline HbA1c, and baseline estimated glomerular filtration rate), trial duration, treatment dosing interval, and structura",10.1016/S2213-8587(19)30249-9
liraglutide_creatinine,Liraglutide,GLP1: GLP-1 receptor agonism and metabolic regulation,creatinine,organ function,kidney function,loss of proteostasis,intervention_to_surrogate,31422062,"Cardiovascular, mortality, and kidney outcomes with GLP-1 receptor agonists in patients with type 2 diabetes: a systematic review and meta-analysis of cardiovascular outcome trials.",The lancet. Diabetes & endocrinology,2019,clinical_trial,0.65,0.72,"minuria, decline in estimated glomerular filtration rate [or increase in creatinine], progression to end-stage kidney disease, or death attributable to kidney causes) by 17% (0·83, 0·78-0·89; p",10.1016/S2213-8587(19)30249-9
liraglutide_hba1c,Liraglutide,GLP1: GLP-1 receptor agonism and metabolic regulation,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,34248838,Efficacy of Semaglutide in a Subcutaneous and an Oral Formulation.,Frontiers in endocrinology,2021,review,0.5,0.82,"the management of type 2 diabetes (T2D), achieving glycated hemoglobin (HbA1c) targets is challenging in some patients. Glucagon-like peptide-1 receptor agonists (GLP-1RAs) provide effect",10.3389/fendo.2021.645617
liraglutide_creatinine,Liraglutide,GLP1: GLP-1 receptor agonism and metabolic regulation,creatinine,organ function,kidney function,loss of proteostasis,intervention_to_surrogate,28854085,Liraglutide and Renal Outcomes in Type 2 Diabetes.,The New England journal of medicine,2017,randomized_trial,0.75,0.72,"new-onset persistent macroalbuminuria, persistent doubling of the serum creatinine level, end-stage renal disease, or death due to renal disease. The risk of renal outcomes was determined with",10.1056/NEJMoa1616011
liraglutide_lean_mass,Liraglutide,GLP1: GLP-1 receptor agonism and metabolic regulation,lean mass,body composition,muscle maintenance,stem cell exhaustion,intervention_to_surrogate,41212412,Precision obesity medicine: A phenotype-guided framework for pharmacologic therapy across the lifespan.,Journal of endocrinological investigation,2025,randomized_trial,0.7,0.72,utide are both approved and effective. Liraglutide and orlistat preserve lean mass alongside resistance training and adequate protein intake in older and sarcopenic people. CONCLUSIONS: An ant,10.1007/s40618-025-02700-7
liraglutide_hba1c,Liraglutide,GLP1: GLP-1 receptor agonism and metabolic regulation,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,17098089,The incretin system: glucagon-like peptide-1 receptor agonists and dipeptidyl peptidase-4 inhibitors in type 2 diabetes.,"Lancet (London, England)",2006,review,0.35,0.72,"in fasting and postprandial glucose concentrations, and haemoglobin A1c (HbA1c) (1-2%), associated with weight loss (2-5 kg). The most common adverse event associated with GLP-1 receptor a",10.1016/S0140-6736(06)69705-5
liraglutide_crp,Liraglutide,GLP1: GLP-1 receptor agonism and metabolic regulation,CRP,inflammation,inflammation signaling,inflammaging,intervention_to_surrogate,38555202,Effects of GLP-1 receptor agonists on the degree of liver fibrosis and CRP in non-alcoholic fatty liver disease and non-alcoholic steatohepatitis: A systematic review and meta-analysis.,Primary care diabetes,2024,randomized_trial,1.0,0.9,Effects of GLP-1 receptor agonists on the degree of liver fibrosis and CRP in non-alcoholic fatty liver disease and non-alcoholic steatohepatitis: A systematic review and meta-analysis,10.1016/j.pcd.2024.03.005
liraglutide_hba1c,Liraglutide,GLP1: GLP-1 receptor agonism and metabolic regulation,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,27981757,Efficacy and safety of glucagon-like peptide-1 receptor agonists in type 2 diabetes: A systematic review and mixed-treatment comparison analysis.,"Diabetes, obesity & metabolism",2017,randomized_trial,0.65,0.92,"lable. Compared with placebo, all GLP-1RAs reduced glycated haemoglobin (HbA1c) and fasting plasma glucose (FPG) levels (reductions ranged from -0.55% and -0.73 mmol/L, respectively, for l",10.1111/dom.12849
liraglutide_fasting_glucose,Liraglutide,GLP1: GLP-1 receptor agonism and metabolic regulation,fasting glucose,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,27981757,Efficacy and safety of glucagon-like peptide-1 receptor agonists in type 2 diabetes: A systematic review and mixed-treatment comparison analysis.,"Diabetes, obesity & metabolism",2017,randomized_trial,0.65,0.92,Efficacy and safety of glucagon-like peptide-1 receptor agonists in type 2 diabetes: A systematic review and mixed-treatment comparison analysis.. AIMS: To compare efficacy and safety of glucagon-like peptide-1 receptor,10.1111/dom.12849
liraglutide_met,Liraglutide,GLP1: GLP-1 receptor agonism and metabolic regulation,MET,oncology,receptor tyrosine kinase signaling,genomic instability,intervention_to_surrogate,27981757,Efficacy and safety of glucagon-like peptide-1 receptor agonists in type 2 diabetes: A systematic review and mixed-treatment comparison analysis.,"Diabetes, obesity & metabolism",2017,randomized_trial,0.65,0.7,"ceptor agonists (GLP-1RAs) in people with type 2 diabetes. MATERIALS AND METHODS: We electronically searched, up to June 3, 2016, published randomized clinical trials lasting between 24",10.1111/dom.12849
liraglutide_fasting_glucose,Liraglutide,GLP1: GLP-1 receptor agonism and metabolic regulation,fasting glucose,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,37874653,Weight Loss-Independent Effect of Liraglutide on Insulin Sensitivity in Individuals With Obesity and Prediabetes.,Diabetes,2024,randomized_trial,0.75,0.92,"endogenous GLP-1 and GIP values without altering insulin sensitivity or fasting glucose levels, but decreased postprandial glucose and glucagon levels. Notably, sitagliptin increased GIP without al",10.2337/db23-0356
liraglutide_homa_ir,Liraglutide,GLP1: GLP-1 receptor agonism and metabolic regulation,HOMA-IR,metabolic,insulin signaling,deregulated nutrient sensing,intervention_to_surrogate,37874653,Weight Loss-Independent Effect of Liraglutide on Insulin Sensitivity in Individuals With Obesity and Prediabetes.,Diabetes,2024,randomized_trial,0.75,0.92,"de improved insulin sensitivity measured by HOMA for insulin resistance (HOMA-IR), the updated HOMA model (HOMA2), and the Matsuda index after 2 weeks, prior to weight loss. Liraglutide decr",10.2337/db23-0356
metformin_nad_nadh_ratio,Metformin,AMPK: AMPK-related metabolic modulation; mTOR inhibition; mitochondrial function and oxidative stress modulation; immunometabolic and gut microbiome effects,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,38181790,Human trials exploring anti-aging medicines.,Cell metabolism,2024,review,0.65,0.73,"Human trials exploring anti-aging medicines.. Here, we summarize the current knowledge on eight promising drugs and natural compounds that have been tested in the clinic: metformin, NAD+ precursors, glucagon-like peptide",10.1016/j.cmet.2023.12.007
metformin_hba1c,Metformin,AMPK: AMPK-related metabolic modulation; mTOR inhibition; mitochondrial function and oxidative stress modulation; immunometabolic and gut microbiome effects,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,33236115,Dual GIP and GLP-1 Receptor Agonist Tirzepatide Improves Beta-cell Function and Insulin Sensitivity in Type 2 Diabetes.,The Journal of clinical endocrinology and metabolism,2021,randomized_trial,0.65,0.92,Dual GIP and GLP-1 Receptor Agonist Tirzepatide Improves Beta-cell Function and Insulin Sensitivity in Type 2 Diabetes.. CONTEXT: Novel dual glucose-dependent insulinotropic polypeptide (GIP) and glucagon-like peptide-1,10.1210/clinem/dgaa863
metformin_fasting_insulin,Metformin,AMPK: AMPK-related metabolic modulation; mTOR inhibition; mitochondrial function and oxidative stress modulation; immunometabolic and gut microbiome effects,fasting insulin,metabolic,insulin signaling,deregulated nutrient sensing,intervention_to_surrogate,33236115,Dual GIP and GLP-1 Receptor Agonist Tirzepatide Improves Beta-cell Function and Insulin Sensitivity in Type 2 Diabetes.,The Journal of clinical endocrinology and metabolism,2021,randomized_trial,0.65,0.92,dulaglutide (P ≤ .007). Tirzepatide 10 and 15 mg significantly decreased fasting insulin (P ≤ .033) and tirzepatide 10 mg significantly decreased HOMA2-IR (P = .004) compared with placebo and dulagl,10.1210/clinem/dgaa863
metformin_triglycerides,Metformin,AMPK: AMPK-related metabolic modulation; mTOR inhibition; mitochondrial function and oxidative stress modulation; immunometabolic and gut microbiome effects,triglycerides,metabolic,lipid metabolism,deregulated nutrient sensing,intervention_to_surrogate,33236115,Dual GIP and GLP-1 Receptor Agonist Tirzepatide Improves Beta-cell Function and Insulin Sensitivity in Type 2 Diabetes.,The Journal of clinical endocrinology and metabolism,2021,randomized_trial,0.65,0.92,"ssion analysis with potential confounding variables age, sex, metformin, triglycerides, and glycated hemoglobin A1c was conducted. WL significantly (P ≤ .028) explained only 13% and 21% of improve",10.1210/clinem/dgaa863
metformin_nad_nadh_ratio,Metformin,AMPK: AMPK-related metabolic modulation; mTOR inhibition; mitochondrial function and oxidative stress modulation; immunometabolic and gut microbiome effects,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,32467649,The quest to slow ageing through drug discovery.,Nature reviews. Drug discovery,2020,review,0.55,0.63,"The quest to slow ageing through drug discovery.. Although death is inevitable, individuals have long sought to alter the course of the ageing process. Indeed, ageing has proved to be modifiable; by intervening in biolog",10.1038/s41573-020-0067-7
